0S7		Dorothy Scott	-119.412	48.959	85
0S9		Jefferson County International	-122.801	48.0498	86
0V2		Harriet Alexander	-106.046	38.5392	87
0V3		Pioneer Village	-98.9456	40.5149	88
0V4		Brookneal/Campbell County	-79.0164	37.1417	89
0V6		Mission Sioux	-100.628	43.3069	90
0V7		Kayenta	-110.237	36.7097	91
10C		Galt	-88.3759	42.4027	92
10D		Winsted Municipal	-94.0669	44.95	93
10G		Holmes County	-81.9544	40.5372	94
10N		Wallkill	-74.1338	41.6279	95
10U		Owyhee	-116.188	41.9532	96
11A		Clayton Municipal	-85.4849	31.8833	97
11D		Clarion Cty	-79.441	41.2258	98
11IS		Schaumburg Heliport	-88.0526	42.0481	17
11J		Early County	-84.8953	31.397	99
11R		Brenham Municipal	-96.3743	30.219	100
12C		Rochelle Municipal	-89.0783	41.893	101
12D		Tower Municipal	-92.2917	47.8183	102
12J		Brewton Municipal	-87.068	31.0513	103
12K		Superior Municipal	-98.0601	40.0464	104
12Y		Le Sueur Municipal	-93.9127	44.4375	105
13C		Lakeview	-85.2648	43.4521	106
13K		Eureka Municipal	-96.2917	37.8516	107
13N		Trinca	-74.7802	40.9668	108
14J		Carl Folsom	-86.0888	31.4099	109
14M		Hollandale Municipal	-90.8307	33.1826	110
14Y		Todd Field	-94.8739	45.8986	111
15F		Haskell Municipal	-99.7179	33.1916	112
15J		Cook County	-83.4531	31.1378	113
15M		Luka	-88.1659	34.7723	114
15Z		McCarthy 2	-142.904	61.4371	115
16A		Nunapitchuk	-162.439	60.9058	116
16G		Seneca County	-83.2125	41.0941	117
16J		Dawson Municipal	-84.4193	31.7433	118
16S		Myrtle Creek Municipal	-123.31	42.9985	119
17G		Port Bucyrus-Crawford County	-82.9747	40.7814	120
17J		Donalsonville Municipal	-84.8776	31.0069	121
17K		Boise City	-102.51	36.7743	122
17M		Magee Municipal	-89.8029	31.8613	123
17N		Cross Keys	-75.033	39.7055	124
17Z		Manokotak	-159.05	58.989	125
18A		Franklin County	-83.1335	34.3401	126
18I		McCreary County	-84.3916	36.6959	127
19A		Jackson County	-83.5607	34.174	128
19M		C A Moore	-90.0256	33.1255	129
19N		Camden	-74.9478	39.7784	130
19P		Port Protection SPB	-133.61	56.3288	131
1A3		Martin Campbell	-84.3463	35.0162	132
1A5		Macon County	-83.419	35.2226	133
1A6		Middlesboro-Bell County	-83.7374	36.6106	134
1A7		Jackson County	-85.6416	36.3973	135
1A9		Autauga County	-86.5104	32.4388	136
1B0		Dexter Regional	-69.2398	45.0084	137
1B1		Columbia Cty	-73.7103	42.2913	138
1B3		Fair Haven	-73.2746	43.6153	139
1B9		Mansfield Municipal	-71.1968	42.0001	140
1C5		Clow	-88.1292	41.696	141
1D1		Milbank Municipal	-96.566	45.2305	142
1D2		Canton -Plymouth -  Mettetal	-83.4583	42.35	143
1D3		Platte Municipal	-98.8295	43.4033	144
1D6		Hector Municipal	-94.7147	44.7311	145
1D7		Webster Municipal	-97.5137	45.2933	146
1D8		Redfield Municipal	-98.5295	44.8625	147
1F0		Downtown Ardmore	-97.1227	34.147	148
1F1		Lake Murray State Park	-97.1067	34.0751	149
1F4		Madill Municipal	-96.812	34.1404	150
1F9		Bridgeport Municipal	-97.8284	33.1753	151
1G0		Wood County	-83.6301	41.391	152
1G3		Kent State University	-81.4166	41.1519	153
1G4		Grand Canyon West	-113.817	35.9922	154
1G5		Freedom	-81.7649	41.1314	155
1G6		Michael	-76.1278	43.1817	156
1H0		Creve Coeur	-90.5083	38.7275	157
1H2		Effingham County Memorial	-88.5335	39.0704	158
1H3		Linn State Tech. College	-91.8153	38.4715	159
1H8		Casey Municipal	-88.0041	39.3025	160
1I5		Freehold	-74.066	42.3643	161
1I9		Delphi Municipal	-86.6817	40.5428	162
1J0		Tri-County	-85.6014	30.8458	163
1K2		Lindsay Municipal	-97.5864	34.8501	164
1K4		David J. Perry	-97.4704	35.1551	165
1K5		Waynoka Municipal	-98.8523	36.5667	166
1K9		Satanta Municipal	-100.992	37.4542	167
1L0		St. John the Baptist Parish	-90.5827	30.0872	168
1L1		Lincoln Co	-114.422	37.7875	169
1L7		Escalante Municipal	-111.57	37.7453	170
1L9		Parowan	-112.816	37.8597	171
1M1		North Little Rock Municipal	-92.2579	34.834	172
1M2		Belzoni Municipal	-90.5153	33.1452	173
1M4		Posey	-87.6004	34.2803	174
1M5		Portland Municipal	-86.4769	36.5929	175
1M7		Fulton	-88.9156	36.5259	176
1MO		Mountain Grove Memorial	-92.3112	37.1207	177
1N2		Spadaro	-72.7487	40.8279	178
1N4		Woodbine Muni	-74.7948	39.2192	179
1N7		Blairstown	-74.9975	40.9711	180
1N9		Allentown Queen City Muni	-75.4883	40.5703	181
1ND3		Hamry	-97.0056	46.6486	182
1O1		Grandfield Municipal	-98.742	34.2376	183
1O2		Lampson	-122.9	38.9902	184
1O3		Lodi	-121.268	38.2024	185
1O4		Thomas Municipal	-98.7306	35.7334	186
1O6		Dunsmuir Municipal-Mott	-122.272	41.2632	187
1R1		Jena	-92.1585	31.671	188
1R7		Brookhaven-Lincoln County	-90.4093	31.6058	189
1R8		Bay Minette Municipal	-87.8174	30.8705	190
1S0		Pierce County	-122.287	47.1039	191
1S3		Tillitt	-106.624	46.2711	192
1S5		Sunnyside Municipal	-119.971	46.3276	193
1S6		Priest River Muni	-116.909	48.1902	194
1U7		Bear Lake County	-111.338	42.2472	195
1V0		Navajo State Park	-107.651	36.8083	196
1V2		Grant County	-101.769	42.0094	197
1V5		Boulder Muni	-105.226	40.0394	198
1V6		Fremont County	-105.105	38.4284	199
1V9		Blake	-108.064	38.7854	200
20A		Robbins	-86.3794	33.9723	201
20M		Macon Municipal	-88.5356	33.1335	202
20N		Kingston-Ulster	-73.9641	41.9853	203
20U		Beach	-103.979	46.9236	204
20V		McElroy Airfield	-106.369	40.0537	205
21D		Lake Elmo	-92.8557	44.9975	206
21F		Jacksboro Municipal	-98.1467	33.2287	207
22B		Mountain Meadow Airstrip	-73.0112	41.7729	208
22I		Vinton County	-82.4418	39.3281	209
22M		Pontotoc County	-89.0384	34.2759	210
22N		Carbon Cty-Jake Arner Memorial	-75.7615	40.8095	211
23J		Herlong	-81.8059	30.2778	212
23M		Clarke County	-88.7389	32.0849	213
23N		Bayport Aerodrome	-73.0537	40.7584	214
23R		Devine Municipal	-98.9419	29.1384	215
24A		Jackson County	-83.2094	35.3169	216
24J		Suwannee County	-83.0232	30.3011	217
24N		Jicarilla Apache Nation	-106.884	36.8285	218
25J		Cuthbert-Randolph	-84.8249	31.7002	219
25M		Ripley	-89.0151	34.7223	220
25R		International	-98.1295	26.442	221
26A		Ashland/Lineville	-85.8041	33.2876	222
26N		Ocean City Muni cipal	-74.6075	39.2635	223
26R		Jackson County	-96.5819	29.001	224
26U		McDermitt State	-117.723	42.0021	225
27A		Elbert County-Patz	-82.8159	34.0952	226
27D		Myers	-96.2631	44.728	227
27J		Newberry Municipal	-81.6397	34.3093	228
27K		Georgetown-Scott County	-84.4347	38.2344	229
28J		Kay Larkin	-81.6886	29.6586	230
29D		Grove City	-80.1659	41.146	231
29G		Portage County	-81.2516	41.2102	232
29S		Gardiner	-110.747	45.0499	233
2A0		Mark Anton	-84.9311	35.4862	234
2A1		Jamestown Municipal	-84.9466	36.3497	235
2A3		Larsen Bay	-153.978	57.5351	236
2A9		Kotlik	-163.53	63.0312	237
2AK		Lime Village	-155.44	61.3585	238
2B3		Parlin	-72.1893	43.3881	239
2B7		Pittsfield Municipal	-69.3744	44.7685	240
2B9		Post Mills	-72.2537	43.8842	241
2D1		Barber	-81.0998	40.9709	242
2D5		Oakes Municipal	-98.0799	46.173	243
2F5		Lamesa Municipal	-101.919	32.7563	244
2F6		Skiatook Municipal	-96.0114	36.357	245
2F7		Commerce Municipal	-95.8964	33.2929	246
2F8		Morehouse Memorial	-91.8806	32.7561	247
2G2		Jefferson County Airpark	-80.7001	40.3594	248
2G3		Connellsville	-79.6571	39.9589	249
2G4		Garrett County	-79.3394	39.5803	250
2G9		Somerset County	-79.0146	40.0391	251
2H0		Shelby County	-88.8454	39.4104	252
2H2		Aurora Memorial Municipal	-93.6953	36.9623	253
2I0		Madisonville Municipal	-87.3996	37.355	254
2I5		Chanute	-88.1424	40.2936	255
2IS		Airglades	-81.0498	26.742	256
2J2		Liberty County	-81.6412	31.7846	257
2J3		Louisville Municipal	-82.3857	32.9865	258
2J5		Millen	-81.9651	32.8938	259
2J9		Quincy Municipal	-84.5574	30.5979	260
2K3		Stanton County Municipal	-101.733	37.5827	261
2K4		Scott	-99.5268	34.8917	262
2K5		Telida	-153.269	63.3939	263
2M0		Princeton-Caldwell County	-87.8556	37.1156	264
2M2		Lawrenceburg Municipal	-87.2579	35.2343	265
2M3		Sallisaw Municipal	-94.8028	35.4382	266
2M4		G. V. Montgomery	-89.4887	32.3535	267
2M8		Charles W. Baker	-89.9315	35.279	268
2O1		Gansner	-120.947	39.9438	269
2O3		Angwin-Parrett	-122.435	38.5785	270
2O6		Chowchilla	-120.247	37.1124	271
2O7		Independence	-118.205	36.8138	272
2O8		Hinton Municipal	-98.3424	35.5059	273
2P2		Washington Island	-86.9245	45.3862	274
2Q3		Yolo Co-Davis/Woodland/Winters	-121.857	38.5791	275
2R0		Waynesboro Municipal	-88.6348	31.646	276
2R4		Peter Prince	-86.9937	30.6376	277
2R5		St Elmo	-88.2751	30.5019	278
2R9		Karnes County	-97.8656	28.825	279
2S1		Vashon Municipal	-122.477	47.4582	280
2S6		Sportsman Airpark	-122.955	45.2957	281
2S7		Chiloquin State	-121.876	42.5832	282
2S8		Wilbur	-118.744	47.7532	283
2T1		Muleshoe Municipal	-102.641	34.1851	284
2V1		Stevens	-107.056	37.2775	285
2V2		Vance Brand	-105.163	40.1637	286
2V5		Wray Municipal	-102.241	40.1003	287
2V6		Yuma Municipal	-102.713	40.1042	288
2W5		Maryland	-77.073	38.6005	289
2W6		Captain Walter Francis Duke Regional	-76.5501	38.3154	290
2Y3		Yakutat SPB	-139.741	59.5625	291
2Y4		Rockwell City Municipal	-94.618	42.3875	292
31F		Gaines County	-102.653	32.6754	293
32M		Norfolk	-71.3703	42.1279	294
32S		Stevensville	-114.053	46.5251	295
33J		Geneva Municipal	-85.8803	31.0553	296
33M		Water Valley	-89.6862	34.1668	297
33N		Delaware Airpark	-75.5964	39.2184	298
33S		Pru	-118.393	47.1249	299
34A		Laurens County	-81.9472	34.5071	300
35A		Union County, Troy Shelton	-81.6412	34.6868	301
35D		Padgham	-85.8251	42.531	302
35S		Wasco State	-120.674	45.5894	303
36K		Lakin	-101.255	37.9695	304
36S		Happy Camp	-123.389	41.7907	305
36U		Heber City Municipal/Russ McDonald	-111.429	40.4818	306
37T		Calico Rock-Izard County	-92.1452	36.1657	307
37W		Harnett County	-78.7336	35.3788	308
38A		Shaktoolik	-161.203	64.3626	309
38S		Deer Lodge-City-County	-112.767	46.3888	310
38U		Wayne Wonderland	-111.596	38.3625	311
39N		Princeton	-74.6576	40.3983	312
3A0		Grove Hill Municipal	-87.7614	31.6893	313
3A1		Folsom	-86.8583	34.2687	314
3A2		New Tazewell Municipal	-83.5555	36.4101	315
3A3		Anson County	-80.0813	35.024	316
3AU		Augusta Municipal	-97.0779	37.6716	317
3B0		Southbridge Municipal	-72.0384	42.1009	318
3B1		Greenville Municipal	-69.5516	45.463	319
3B2		Marshfield	-70.6721	42.0982	320
3B9		Chester	-72.5059	41.3839	321
3BS		Jack Barstow	-84.2613	43.6629	322
3CK		Lake In The Hills	-88.323	42.2068	323
3CM		James Clements Municipal	-83.8955	43.5469	324
3CU		Cable Union	-91.2464	46.1942	325
3D2		Ephraim/Gibraltar	-87.1859	45.1354	326
3D4		Frankfort Dow Memorial	-86.2006	44.6251	327
3F3		De Soto Parish	-93.7655	32.0735	328
3F4		Vivian	-94.0102	32.8613	329
3F7		Jones Memorial	-96.4219	35.8069	330
3FM		Fremont Municipal	-85.9948	43.4389	331
3FU		Faulkton Municipal	-99.1157	45.0319	332
3G3		Wadsworth Municipal	-81.7551	41.0016	333
3G4		Ashland County	-82.2556	40.903	334
3G7		Williamson/Sodus	-77.121	43.2347	335
3GM		Grand Haven Memorial Airpark	-86.1982	43.034	336
3I2		Mason County	-82.0986	38.9146	337
3I7		Phillipsburg	-84.4003	39.9134	338
3J1		Ridgeland	-80.9923	32.4927	339
3J7		Greene County Airpark	-83.139	33.5977	340
3JC		Freeman	-96.8433	39.0433	341
3K3		Syracuse-Hamilton County Municipal	-101.746	37.9917	342
3K6		St Louis-Metro East	-89.8066	38.7329	343
3K7		Mark Hoard Memorial	-101.353	38.457	344
3LC		Logan County	-89.335	40.1585	345
3LF		Litchfield Municipal	-89.6749	39.1664	346
3M7		Lafayette Municipal	-86.0583	36.5184	347
3M8		North Pickens	-88.0056	33.389	348
3M9		Warren Municipal	-92.0854	33.5604	349
3MY		Mt. Hawley Auxiliary	-89.6134	40.7953	350
3N6		Old Bridge	-74.3468	40.3299	351
3N8		Mahnomen County	-95.9281	47.26	352
3ND0		Northwood Municipal	-97.5904	47.7242	353
3O1		Gustine	-120.963	37.2627	354
3O3		Municipal	-97.3859	34.9798	355
3O4		Sayre Municipal	-99.6579	35.1676	356
3O5		Walters Municipal	-98.4059	34.3726	357
3O7		Hollister Municipal	-121.41	36.8933	358
3O9		Grand Lake Regional	-94.8619	36.5776	359
3R0		Beeville Municipal	-97.7921	28.3646	360
3R1		Bay City Municipal	-95.8635	28.9733	361
3R2		Le Gros Memorial	-92.484	30.1617	362
3R4		Hart	-93.4865	31.5449	363
3R7		Jennings	-92.6734	30.2427	364
3S4		Illinois Valley	-123.682	42.1037	365
3S8		Grants Pass	-123.388	42.5101	366
3S9		Condon State-Pauling	-120.166	45.2465	367
3SG		Harry W Browne	-83.8625	43.4334	368
3SQ		St Charles	-90.5001	38.8487	369
3T3		Boyceville Municipal	-92.0294	45.0422	370
3T5		Fayette Regional Air Center	-96.9505	29.9093	371
3TR		Jerry Tyler Memorial	-86.2252	41.8359	372
3U3		Bowman	-112.868	46.1531	373
3U7		Benchmark	-112.87	47.4813	374
3U8		Big Sandy	-110.113	48.1625	375
3V4		Fort Morgan Municipal	-103.804	40.3342	376
3WO		Shawano Municipal	-88.5615	44.7878	377
3Y2		George L Scott Municipal	-91.7906	42.9851	378
3Y3		Winterset Madison County	-94.0211	41.3628	379
3Z9		Haines SPB	-135.441	59.235	380
40J		Perry-Foley	-83.5806	30.0693	381
40N		Chester Cty-G O Carlson	-75.8655	39.979	382
40U		Manila	-109.678	40.9861	383
41U		Manti-Ephraim	-111.615	39.3291	384
42A		Melbourne Municipal	-91.8291	36.0708	385
42C		White Cloud	-85.7742	43.5597	386
42J		Keystone Airpark	-82.0475	29.8447	387
42S		Poplar	-105.182	48.116	388
43A		Montgomery County	-79.7928	35.3882	389
44B		Dover/Foxcroft	-69.2328	45.1834	390
44N		Sky Acres	-73.738	41.7074	391
45J		Rockingham-Hamlet	-79.7591	34.8911	392
45OH		North Bass Island	-82.822	41.7193	393
45R		Kountz - Hawthorne	-94.2575	30.3363	394
46A		Blairsville	-83.9969	34.8551	395
46D		Carrington Municipal	-99.1511	47.4511	396
46N		Sky Park	-73.836	41.9846	397
47A		Cherokee County	-84.4239	34.3106	398
47J		Cheraw Municipal	-79.9579	34.7126	399
47N		Central Jersey Regional	-74.5984	40.5244	400
47V		Curtis Municipal	-100.471	40.6375	401
48A		Cochran	-83.2759	32.3994	402
48D		Clare Municipal	-84.7413	43.8311	403
48I		Braxton County	-80.6518	38.687	404
48K		Ness City Municipal	-99.9081	38.4711	405
48S		Harlem	-108.773	48.5667	406
48V		Tri-County	-105.048	40.0102	407
49A		Gilmer County	-84.5249	34.6279	408
49T		Downtown Heliport	-96.8003	32.7733	409
49X		Chemehuevi Valley	-114.431	34.5275	410
49Y		Fillmore County	-92.1797	43.6768	411
4A2		Atmautluak	-162.273	60.8667	412
4A4		Cornelius-Moore	-85.1465	34.0187	413
4A5		Marshall-Searcy County	-92.6559	35.8989	414
4A6		Scottsboro Municipal	-86.0058	34.689	415
4A7		Clayton County	-84.3324	33.3891	416
4A9		Isbell	-85.7222	34.4729	417
4B0		South Albany	-73.834	42.5607	418
4B1		Duanesburg	-74.1329	42.7584	419
4B6		Ticonderoga Muni	-73.4132	43.877	420
4B7		Schroon Lake	-73.7426	43.8626	421
4B8		Robertson	-72.8648	41.6904	422
4B9		Simsbury Tri-Town	-72.7773	41.9168	423
4C8		Albia Municipal	-92.763	40.9945	424
4D0		Abrams Municipal	-84.7331	42.7742	425
4D9		Alma Municipal	-99.3456	40.1139	426
4F2		Panola County-Sharpe	-94.2988	32.1761	427
4F4		Gilmer-Upshur County	-94.9489	32.699	428
4G1		Greenville Muni	-80.3913	41.4468	429
4G2		Hamburg Inc.	-78.9148	42.7009	430
4G5		Monroe County	-81.1028	39.779	431
4G6		Hornell Muni	-77.6821	42.3821	432
4G7		Fairmont Muni	-80.167	39.4482	433
4I0		Mingo County	-82.261	37.6876	434
4I3		Knox County	-82.5238	40.3287	435
4I7		Putnam County	-86.8138	39.6336	436
4I9		Morrow County	-82.8501	40.5245	437
4J1		Brantley County	-81.9054	31.2127	438
4J2		Berrien County	-83.2263	31.2126	439
4J5		Quitman-Brooks County	-83.5865	30.8058	440
4J6		St Marys	-81.5573	30.7547	441
4K0		Pedro Bay	-154.124	59.7896	442
4K5		Ouzinkie	-152.501	57.9229	443
4K6		Bloomfield Municipal	-92.4283	40.7321	444
4KA		Tununak	-165.273	60.5756	445
4M1		Carroll County	-93.6169	36.3834	446
4M3		Carlisle Municipal	-91.7121	34.8082	447
4M4		Clinton Municipal	-92.4518	35.5979	448
4M7		Russellville-Logan County	-86.8102	36.7999	449
4M8		Clarendon Municipal	-91.3946	34.6487	450
4M9		Corning Municipal	-90.6479	36.4042	451
4N1		Greenwood Lake	-74.3458	41.1285	452
4O3		Blackwell-Tonkawa Municipal	-97.3496	36.7451	453
4O4		McCurtain County Regional	-94.8584	33.9093	454
4O5		Cherokee Municipal	-98.3503	36.7834	455
4PH		Polacca	-110.423	35.7917	456
4R1		I H Bass Jr Memorial	-89.4826	31.0155	457
4R3		Jackson Municipal	-87.8947	31.4721	458
4R4		Fairhope Municipal	-87.878	30.4621	459
4R5		Madeline Island	-90.7587	46.7887	460
4R7		Eunice	-92.4238	30.4663	461
4R9		Dauphin Island	-88.1275	30.2605	462
4S1		Gold Beach Muni	-124.424	42.4134	463
4S2		Hood River	-121.536	45.6726	464
4S3		Joseph State	-117.253	45.3571	465
4S9		Portland-Mulino	-122.59	45.2163	466
4SD		Reno/Stead	-119.875	39.6674	467
4T6		Mid-Way	-96.9124	32.4561	468
4U3		Liberty County	-110.991	48.5107	469
4U6		Circle Town County	-105.562	47.4186	470
4V0		Rangely	-108.761	40.0947	471
4V1		Johnson	-104.784	37.6964	472
4V9		Antelope County	-98.0387	42.1122	473
4W1		Elizabethtown Municipal	-78.5797	34.6018	474
4Z4		Holy Cross	-159.775	62.1883	475
4Z7		Hyder SPB	-130.007	55.9033	476
50I		Kentland Municipal	-87.4282	40.7587	477
50J		Berkeley County	-80.0356	33.1861	478
50K		Pawnee City Municipal	-96.1945	40.1161	479
50R		Lockhart Municipal	-97.6724	29.8503	480
51D		Edgeley Municipal	-98.7356	46.3486	481
51Z		Minto (New)	-149.37	65.1437	482
52A		Madison Municipal	-83.4604	33.6121	483
52E		Timberon	-105.686	32.6339	484
52J		Lee County	-80.2373	34.2446	485
53A		Dr. C.P. Savage, Sr.	-84.0075	32.302	486
53K		Osage City Municipal	-95.8086	38.6333	487
54J		Defuniak Springs	-86.1516	30.7313	488
55D		Grayling Army Airfield	-84.7289	44.6803	489
55J		Fernandina Beach Municipal	-81.4623	30.6117	490
55S		Packwood	-121.678	46.604	491
56D		Wyandot County	-83.3145	40.8834	492
56M		Warsaw Municipal	-93.3454	38.3469	493
56S		Seaside Municipal	-123.905	46.0165	494
57B		Islesboro	-68.9106	44.3029	495
57C		East Troy Municipal	-88.3725	42.7971	496
59B		Newton	-70.2473	45.632	497
5A4		Okolona Mun.-Richard M. Stovall	-88.7262	34.0158	498
5A6		Winona-Montgomery County	-89.7292	33.4654	499
5A8		Aleknagik	-158.618	59.2826	500
5A9		Roosevelt Memorial	-84.6888	32.9335	501
5B2		Saratoga Cty	-73.8612	43.0513	502
5B3		Danielson	-71.901	41.8197	503
5B7		Rensselaer Air Park	-73.5796	42.6909	504
5CD		Chandalar Shelf	-149.58	68.0654	505
5D3		Owosso Community	-84.1389	42.993	506
5F1		Post-Garza County Municipal	-101.34	33.2037	507
5F4		Homer Municipal	-93.0037	32.7885	508
5G0		Leroy	-77.9375	42.9814	509
5G7		Bluffton	-83.8686	40.8854	510
5G8		Pittsburgh Boquet Airpark	-79.6084	40.3765	511
5G9		Toledo Suburban	-83.6554	41.7359	512
5HO		Hope	-149.624	60.9042	513
5I4		Sheridan	-86.2173	40.1779	514
5J0		John Day State	-118.963	44.4042	515
5J9		Twin City	-78.8646	34.0885	516
5K2		Tribune Municipal	-101.746	38.4542	517
5M0		Rountree	-86.933	34.4082	518
5M1		De Witt Municipal	-91.3098	34.2626	519
5M4		Fordyce Municipal	-92.3654	33.8459	520
5M9		Marion-Crittenden County	-88.1111	37.3362	521
5N8		Casselton Regional	-97.2087	46.8547	522
5ND6		Hillsboro Municipal	-97.0604	47.3594	523
5NI		Nikolai	-154.364	63.0174	524
5NK		Naknek	-157.02	58.7329	525
5NN		Nondalton	-154.84	59.979	526
5R3		Rusty Allen	-97.9695	30.4986	527
5R4		Foley Municipal	-87.7008	30.4277	528
5R5		Wharton Municipal	-96.1544	29.2543	529
5R8		De Quincy Industrial Airpark	-93.4735	30.4412	530
5S8		St. Michael	-162.11	63.4901	531
5T5		Hillsboro Municipal	-97.0972	32.0835	532
5T6		Dona Ana County  At Santa Teresa	-106.705	31.881	533
5T9		Maverick County Meml Intl	-100.512	28.8572	534
5TE		Tetlin	-142.522	63.1338	535
5U3		Ennis - Big Sky	-111.649	45.2718	536
5U8		Geraldine	-110.266	47.5966	537
5V5		Shiprock Airstrip	-108.701	36.6978	538
5V8		Kadoka Municipal	-101.497	43.8333	539
5W8		Siler City Municipal	-79.5053	35.7029	540
5Z1		Juneau Harbor	-134.408	58.2989	541
5Z5		Kantishna	-150.994	63.5417	542
60F		Seymour Municipal	-99.2606	33.6487	543
60J		Ocean Isle	-78.4367	33.9085	544
61A		Camden Municipal	-87.3389	31.9799	545
61B		Boulder City Municipal	-114.861	35.9475	546
61C		Fort Atkinson Municipal	-88.8176	42.9632	547
61J		Portland Downtown Heliport	-122.671	45.5253	548
61S		Cottage Grove State	-123.029	43.7998	549
62D		Warren	-80.929	41.2667	550
62H		Giddings-Lee County	-96.98	30.1693	551
62S		Christmas Valley	-120.666	43.2365	552
63A		Lloyd R. Roundtree Seaplane Facility	-132.96	56.8113	553
63C		Adams County Legion	-89.788	43.9612	554
63S		Colville Municipal	-117.884	48.5416	555
65J		Wrens Memorial	-82.3837	33.2226	556
65S		Boundary County	-116.295	48.7263	557
66D		Sturgis Municipal	-103.375	44.4176	558
67L		Mesquite	-114.055	36.835	559
68A		Wrangell SPB	-132.38	56.4663	560
68S		Davenport	-118.168	47.654	561
6A1		Butler Municipal	-84.2507	32.5674	562
6A2		Griffin-Spaulding County	-84.2749	33.227	563
6A3		Andrews-Murphy	-83.8649	35.1945	564
6A4		Johnson County	-81.8251	36.4179	565
6A8		Allakaket	-152.622	66.5519	566
6B0		Middlebury State	-73.0959	43.9848	567
6B4		Frankfort-Highland	-75.1704	43.0209	568
