133	Livingston	TX	USA
134	Perry	NY	USA
135	Hilliard	FL	USA
136	Belmont	MS	USA
137	Clanton	AL	USA
138	Brookfield	WI	USA
139	East Liverpool	OH	USA
140	Memphis	MO	USA
141	Pittsboro	MS	USA
142	Hawley	MN	USA
143	Griffith	IN	USA
144	Gatesville	TX	USA
145	Eureka	NV	USA
146	Tuskegee	AL	USA
147	Rolla	ND	USA
148	Eupora	MS	USA
149	Middletown	NY	USA
150	Jackpot	NV	USA
151	Auburn	IN	USA
152	Gladewater	TX	USA
153	Charlotte	MI	USA
154	Central City	NE	USA
155	Wetumpka	AL	USA
156	Stanley	ND	USA
157	Harvard	NE	USA
158	Carthage	MS	USA
159	Butler	AL	USA
160	Jekyll Island	GA	USA
161	Sargent	NE	USA
162	Charleston	MS	USA
163	Washington	DC	USA
164	Smithville	TN	USA
165	Centreville	AL	USA
166	Elizabethton	TN	USA
167	Pilot Station	AK	USA
168	Bethel	ME	USA
169	Hartington	NE	USA
170	Montague	MA	USA
171	Warren	VT	USA
172	Fishers Island	NY	USA
173	Chicago/Harvard	IL	USA
174	Pender	NE	USA
175	South Haven	MI	USA
176	Gettysburg	SD	USA
177	Moriarty	NM	USA
178	Crownpoint	NM	USA
179	Bowie	TX	USA
180	Loup City	NE	USA
181	Sand Springs	OK	USA
182	Tishomingo	OK	USA
183	Lockport	NY	USA
184	Tecumseh	NE	USA
185	Bryan	OH	USA
186	Seneca Falls	NY	USA
187	Wakeeney	KS	USA
188	Cynthiana	KY	USA
189	Abbeville	AL	USA
190	Florala	AL	USA
191	Headland	AL	USA
192	Humboldt	IA	USA
193	Goldfield	NV	USA
194	Jean	NV	USA
195	Dumas	AR	USA
196	Parsons	TN	USA
197	Camden	TN	USA
198	Waverly	TN	USA
199	Batesville	MS	USA
200	Lake Providence	LA	USA
201	San Andreas	CA	USA
202	Corning	CA	USA
203	Davis	CA	USA
204	Shelter Cove	CA	USA
205	Shingletown	CA	USA
206	Columbia	MS	USA
207	Atmore	AL	USA
208	Abbeville	LA	USA
209	Vidalia	LA	USA
210	Winnfield	LA	USA
211	Coushatta	LA	USA
212	Oroville	WA	USA
213	Port Townsend	WA	USA
214	Salida	CO	USA
215	Minden	NE	USA
216	Brookneal	VA	USA
217	Mission	SD	USA
218	Kayenta	AZ	USA
219	Chicago/Greenwood/Wonderlake	IL	USA
220	Winsted	MN	USA
221	Millersburg	OH	USA
222	Wallkill	NY	USA
223	Owyhee	NV	USA
224	Clayton	AL	USA
225	Clarion	PA	USA
226	Blakely	GA	USA
227	Brenham	TX	USA
228	Rochelle	IL	USA
229	Tower	MN	USA
230	Brewton	AL	USA
231	Superior	NE	USA
232	Le Sueur	MN	USA
233	Lakeview	MI	USA
234	Eureka	KS	USA
235	Andover	NJ	USA
236	Elba	AL	USA
237	Hollandale	MS	USA
238	Long Prairie	MN	USA
239	Haskell	TX	USA
240	Adel	GA	USA
241	Luka	MS	USA
242	McCarthy	AK	USA
243	Nunapitchuk	AK	USA
244	Tiffin	OH	USA
245	Dawson	GA	USA
246	Myrtle Creek	OR	USA
247	Bucyrus	OH	USA
248	Donalsonville	GA	USA
249	Boise City	OK	USA
250	Magee	MS	USA
251	Cross Keys	NJ	USA
252	Manokotak	AK	USA
253	Canon	GA	USA
254	Pine Knot	KY	USA
255	Jefferson	GA	USA
256	Lexington	MS	USA
257	Berlin	NJ	USA
258	Port Protection	AK	USA
259	Copperhill	TN	USA
260	Franklin	NC	USA
261	Middlesboro	KY	USA
262	Gainesboro	TN	USA
263	Prattville	AL	USA
264	Dexter	ME	USA
265	Hudson	NY	USA
266	Fair Haven	VT	USA
267	Mansfield	MA	USA
268	Chicago/Plainfield	IL	USA
269	Milbank	SD	USA
270	Plymouth	MI	USA
271	Platte	SD	USA
272	Hector	MN	USA
273	Webster	SD	USA
274	Redfield	SD	USA
275	Overbrook	OK	USA
276	Madill	OK	USA
277	Bridgeport	TX	USA
278	Bowling Green	OH	USA
279	Kent	OH	USA
280	Peach Springs	AZ	USA
281	Medina	OH	USA
282	Cicero	NY	USA
283	Effingham	IL	USA
284	Linn	MO	USA
285	Casey	IL	USA
286	Freehold	NY	USA
287	Delphi	IN	USA
288	Bonifay	FL	USA
289	Lindsay	OK	USA
290	Goldsby	OK	USA
291	Waynoka	OK	USA
292	Satanta	KS	USA
293	Reserve	LA	USA
294	Panaca	NV	USA
295	Escalante	UT	USA
296	Parowan	UT	USA
297	No Lit Rock	AR	USA
298	Belzoni	MS	USA
299	Haleyville	AL	USA
300	Portland	TN	USA
301	Fulton	KY	USA
302	Mountain Grove	MO	USA
303	East Moriches	NY	USA
304	Woodbine	NJ	USA
305	Blairstown	NJ	USA
306	Kindred	ND	USA
307	Grandfield	OK	USA
308	Lakeport	CA	USA
309	Lodi	CA	USA
310	Thomas	OK	USA
311	Dunsmuir	CA	USA
312	Jena	LA	USA
313	Brookhaven	MS	USA
314	Bay Minette	AL	USA
315	Puyallup	WA	USA
316	Forsyth	MT	USA
317	Sunnyside	WA	USA
318	Priest River	ID	USA
319	Paris	ID	USA
320	Navajo Dam	NM	USA
321	Hyannis	NE	USA
322	Boulder	CO	USA
323	Canon City	CO	USA
324	Delta	CO	USA
325	Oneonta	AL	USA
326	Macon	MS	USA
327	Kingston	NY	USA
328	Beach	ND	USA
329	Kremmling	CO	USA
330	Jacksboro	TX	USA
331	Burlington	CT	USA
332	McArthur	OH	USA
333	Pontotoc	MS	USA
334	Lehighton	PA	USA
335	Quitman	MS	USA
336	Bayport	NY	USA
337	Devine	TX	USA
338	Sylva	NC	USA
339	Live Oak	FL	USA
340	Dulce	NM	USA
341	Cuthbert	GA	USA
342	Ripley	MS	USA
343	Edinburg	TX	USA
344	Ashland/Lineville	AL	USA
345	Ocean City	NJ	USA
346	Edna/Ganado	TX	USA
347	McDermitt	OR	USA
348	Elberton	GA	USA
349	Canby	MN	USA
350	Newberry	SC	USA
351	Georgetown	KY	USA
352	Palatka	FL	USA
353	Grove City	PA	USA
354	Ravenna	OH	USA
355	Gardiner	MT	USA
356	Dayton	TN	USA
357	Jamestown	TN	USA
358	Larsen Bay	AK	USA
359	Kotlik	AK	USA
360	Lime Village	AK	USA
361	Newport	NH	USA
362	Pittsfield	ME	USA
363	Post Mills	VT	USA
364	Alliance	OH	USA
365	Oakes	ND	USA
366	Lamesa	TX	USA
367	Skiatook	OK	USA
368	Commerce	TX	USA
369	Bastrop	LA	USA
370	Steubenville	OH	USA
371	Connellsville	PA	USA
372	Oakland	MD	USA
373	Somerset	PA	USA
374	Shelbyville	IL	USA
375	Aurora	MO	USA
376	Madisonville	KY	USA
377	Rantoul	IL	USA
378	Clewiston	FL	USA
379	Hinesville	GA	USA
380	Louisville	GA	USA
381	Millen	GA	USA
382	Quincy	FL	USA
383	Johnson	KS	USA
384	Mangum	OK	USA
385	Telida	AK	USA
386	Princeton	KY	USA
387	Lawrenceburg	TN	USA
388	Sallisaw	OK	USA
389	Forest	MS	USA
390	Quincy	CA	USA
391	Angwin	CA	USA
392	Chowchilla	CA	USA
393	Independence	CA	USA
394	Hinton	OK	USA
395	Washington Island	WI	USA
396	Davis/Woodland/Winters	CA	USA
397	Waynesboro	MS	USA
398	Milton	FL	USA
399	St Elmo	AL	USA
400	Kenedy	TX	USA
401	Vashon	WA	USA
402	Newberg	OR	USA
403	Chiloquin	OR	USA
404	Wilbur	WA	USA
405	Muleshoe	TX	USA
406	Pagosa Springs	CO	USA
407	Longmont	CO	USA
408	Wray	CO	USA
409	Yuma	CO	USA
410	Indian Head	MD	USA
411	Leonardtown	MD	USA
412	Rockwell City	IA	USA
413	Seminole	TX	USA
414	Norfolk	MA	USA
415	Stevensville	MT	USA
416	Geneva	AL	USA
417	Water Valley	MS	USA
418	Ritzville	WA	USA
419	Laurens	SC	USA
420	Union	SC	USA
421	Allegan	MI	USA
422	Wasco	OR	USA
423	Lakin	KS	USA
424	Happy Camp	CA	USA
425	Heber	UT	USA
426	Calico Rock	AR	USA
427	Erwin	NC	USA
428	Shaktoolik	AK	USA
429	Deer Lodge	MT	USA
430	Loa	UT	USA
431	Princeton	NJ	USA
432	Grove Hill	AL	USA
433	Cullman	AL	USA
434	Tazewell	TN	USA
435	Wadesboro	NC	USA
436	Augusta	KS	USA
437	Southbridge	MA	USA
438	Greenville	ME	USA
439	Marshfield	MA	USA
440	Chester	CT	USA
441	Midland	MI	USA
442	Lake In The Hills	IL	USA
443	Bay City	MI	USA
444	Cable	WI	USA
445	Ephraim	WI	USA
446	Frankfort	MI	USA
447	Mansfield	LA	USA
448	Vivian	LA	USA
449	Bristow	OK	USA
450	Fremont	MI	USA
451	Faulkton	SD	USA
452	Wadsworth	OH	USA
453	Ashland	OH	USA
454	Williamson	NY	USA
455	Grand Haven	MI	USA
456	Point Pleasant	WV	USA
457	Phillipsburg	OH	USA
458	Ridgeland	SC	USA
459	Greensboro	GA	USA
460	Junction City	KS	USA
461	Syracuse	KS	USA
462	Troy/Marine/St. Louis	IL	USA
463	Leoti	KS	USA
464	Lincoln	IL	USA
465	Litchfield	IL	USA
466	Lafayette	TN	USA
467	Reform	AL	USA
468	Warren	AR	USA
469	Old Bridge	NJ	USA
470	Mahnomen	MN	USA
471	Northwood	ND	USA
472	Gustine	CA	USA
473	Purcell	OK	USA
474	Sayre	OK	USA
475	Walters	OK	USA
476	Hollister	CA	USA
477	Afton	OK	USA
478	Beeville	TX	USA
479	Bay City	TX	USA
480	Crowley	LA	USA
481	Many	LA	USA
482	Jennings	LA	USA
483	Illinois Valley (Cave Junction)	OR	USA
484	Grants Pass	OR	USA
485	Condon	OR	USA
486	Saginaw - H.Browne	MI	USA
487	Boyceville	WI	USA
488	La Grange	TX	USA
489	Niles	MI	USA
490	Anaconda	MT	USA
491	Benchmark	MT	USA
492	Big Sandy	MT	USA
493	Fort Morgan	CO	USA
494	Shawano	WI	USA
495	West Union	IA	USA
496	Winterset	IA	USA
497	Perry	FL	USA
498	Coatesville	PA	USA
499	Manila	UT	USA
500	Manti	UT	USA
501	Melbourne	AR	USA
502	White Cloud	MI	USA
503	Keystone Heights	FL	USA
504	Poplar	MT	USA
505	Star	NC	USA
506	Dover-Foxcroft	ME	USA
507	Millbrook	NY	USA
508	Rockingham	NC	USA
509	North Bass Island	OH	USA
510	Kountze/Silsbee	TX	USA
511	Blairsville	GA	USA
512	Carrington	ND	USA
513	Red Hook	NY	USA
514	Canton	GA	USA
515	Cheraw	SC	USA
516	Manville	NJ	USA
517	Curtis	NE	USA
518	Cochran	GA	USA
519	Clare	MI	USA
520	Sutton	WV	USA
521	Ness City	KS	USA
522	Harlem	MT	USA
523	Erie	CO	USA
524	Ellijay	GA	USA
525	Chemehuevi Valley	CA	USA
526	Preston	MN	USA
527	Atmautluak	AK	USA
528	Cedartown	GA	USA
529	Marshall	AR	USA
530	Scottsboro	AL	USA
531	Hampton	GA	USA
532	Fort Payne	AL	USA
533	South Bethlehem	NY	USA
534	Duanesburg	NY	USA
535	Ticonderoga	NY	USA
536	Schroon Lake	NY	USA
537	Plainville	CT	USA
538	Simsbury	CT	USA
539	Albia	IA	USA
540	Grandledge	MI	USA
541	Alma	NE	USA
542	Carthage	TX	USA
543	Gilmer	TX	USA
544	Greenville	PA	USA
545	Hamburg	NY	USA
546	Woodsfield	OH	USA
547	Hornell	NY	USA
548	Fairmont	WV	USA
549	Williamson	WV	USA
550	Mount Vernon	OH	USA
551	Greencastle	IN	USA
552	Mt. Gilead	OH	USA
553	Nahunta	GA	USA
554	Nashville	GA	USA
555	Quitman	GA	USA
556	St Marys	GA	USA
557	Pedro Bay	AK	USA
558	Ouzinkie	AK	USA
559	Bloomfield	IA	USA
560	Tununak	AK	USA
561	Berryville	AR	USA
562	Carlisle	AR	USA
563	Clinton	AR	USA
564	Russellville	KY	USA
565	Clarendon	AR	USA
566	Corning	AR	USA
567	West Milford	NJ	USA
568	Blackwell-Tonkawa	OK	USA
569	Idabel	OK	USA
570	Cherokee	OK	USA
571	Polacca	AZ	USA
572	Lumberton	MS	USA
573	Jackson	AL	USA
574	Fairhope	AL	USA
575	La Pointe	WI	USA
576	Eunice	LA	USA
577	Dauphin Island	AL	USA
578	Gold Beach	OR	USA
579	Hood River	OR	USA
580	Joseph	OR	USA
581	Mulino (Portland)	OR	USA
582	Midlothian-Waxahachie	TX	USA
583	Chester	MT	USA
584	Circle	MT	USA
585	Rangely	CO	USA
586	Walsenburg	CO	USA
587	Neligh	NE	USA
588	Elizabethtown	NC	USA
589	Holy Cross	AK	USA
590	Hyder	AK	USA
591	Kentland	IN	USA
592	Moncks Corner	SC	USA
593	Pawnee City	NE	USA
594	Lockhart	TX	USA
595	Edgeley	ND	USA
596	Minto	AK	USA
597	Madison	GA	USA
598	Timberon	NM	USA
599	Bishopville	SC	USA
600	Montezuma	GA	USA
601	Osage City	KS	USA
602	Defuniak Springs	FL	USA
603	Grayling	MI	USA
604	Fernandina Beach	FL	USA
605	Packwood	WA	USA
606	Upper Sandusky	OH	USA
607	Warsaw	MO	USA
608	Seaside	OR	USA
609	Islesboro	ME	USA
610	East Troy	WI	USA
611	Jackman	ME	USA
612	Okolona	MS	USA
613	Winona	MS	USA
614	Aleknagik	AK	USA
615	Warm Springs	GA	USA
616	Saratoga Springs	NY	USA
617	Danielson	CT	USA
618	Troy	NY	USA
619	Chandalar Camp	AK	USA
620	Owosso	MI	USA
621	Post	TX	USA
622	Homer	LA	USA
623	Le Roy	NY	USA
624	Bluffton	OH	USA
625	Jeanette	PA	USA
626	Lambertville	MI	USA
627	Hope	AK	USA
628	Sheridan	IN	USA
629	John Day	OR	USA
630	Loris	SC	USA
631	Tribune	KS	USA
632	Hartselle	AL	USA
633	De Witt	AR	USA
634	Fordyce	AR	USA
635	Marion	KY	USA
636	Casselton	ND	USA
637	Hillsboro	ND	USA
638	Nikolai	AK	USA
639	Naknek	AK	USA
640	Nondalton	AK	USA
641	Lago Vista	TX	USA
642	Foley	AL	USA
643	Wharton	TX	USA
644	De Quincy	LA	USA
645	St. Michael	AK	USA
646	Hillsboro	TX	USA
647	Santa Teresa	NM	USA
648	Eagle Pass	TX	USA
649	Tetlin	AK	USA
650	Ennis	MT	USA
651	Geraldine	MT	USA
652	Shiprock	NM	USA
653	Kadoka	SD	USA
654	Siler City	NC	USA
655	Kantishna	AK	USA
656	Seymour	TX	USA
657	Ocean Isle Beach	NC	USA
658	Camden	AL	USA
659	Boulder City	NV	USA
660	Fort Atkinson	WI	USA
661	Cottage Grove	OR	USA
662	Warren	OH	USA
663	Giddings	TX	USA
664	Christmas Valley	OR	USA
665	Adams/Friendship	WI	USA
666	Colville	WA	USA
667	Wrens	GA	USA
668	Bonners Ferry	ID	USA
669	Sturgis	SD	USA
670	Mesquite	NV	USA
671	Davenport	WA	USA
672	Butler	GA	USA
673	Griffin	GA	USA
674	Andrews	NC	USA
675	Mountain City	TN	USA
676	Allakaket	AK	USA
677	Middlebury	VT	USA
678	Utica/Frankfort	NY	USA
679	Stow	MA	USA
680	Lyndonville	VT	USA
681	Skaneateles	NY	USA
682	Greenville	MI	USA
683	Valley City	ND	USA
684	Talihina	OK	USA
685	Titusville	PA	USA
686	Barnesville	OH	USA
687	Springfield	KY	USA
688	Pelion	SC	USA
689	St George	SC	USA
690	Saluda	SC	USA
691	Creighton	NE	USA
692	Fairview	OK	USA
693	Tok	AK	USA
694	Logan	WV	USA
695	Horseshoe Bend	AR	USA
696	Monticello	MO	USA
697	Marianna	AR	USA
698	Marked Tree	AR	USA
699	Thedford	NE	USA
700	Cleveland	TX	USA
701	Old Harbor	AK	USA
702	Llano	TX	USA
703	Big Timber	MT	USA
704	Florence	OR	USA
705	Columbus	MT	USA
706	Hamilton	MT	USA
707	Laurel	MT	USA
708	Edgemont	SD	USA
709	Richlands	VA	USA
710	Wall	SD	USA
711	Nucla	CO	USA
712	Cairo	GA	USA
713	Ozark	AL	USA
714	Rosalia	WA	USA
715	Lancaster	WI	USA
716	Beaufort	SC	USA
717	Moundsville	WV	USA
718	Anacortes	WA	USA
719	Roosevelt	UT	USA
720	Ashburn	GA	USA
721	Marine City	MI	USA
722	Marlette	MI	USA
723	Creswell	OR	USA
724	Caro	MI	USA
725	Philippi	WV	USA
726	Andalusia	AL	USA
727	Fort Benton	MT	USA
728	Greensboro	AL	USA
729	Demopolis	AL	USA
730	Lanett	AL	USA
731	Roanoke	AL	USA
732	Spruce Pine	NC	USA
733	Northampton	MA	USA
734	Troy	MI	USA
735	Caddo Mills	TX	USA
736	Clarksville	TX	USA
737	Clifton	TX	USA
738	Comanche	TX	USA
739	Brockport	NY	USA
740	Middlefield	OH	USA
741	Bellefontaine	OH	USA
742	Pikeville	KY	USA
743	Hartford	KY	USA
744	South Sioux City	NE	USA
745	Tatitlek	AK	USA
746	McGehee	AR	USA
747	Mount Ida	AR	USA
748	Osceola	AR	USA
749	Ozark	AR	USA
750	Piggott	AR	USA
751	Corning	NY	USA
752	Pedrictown	NJ	USA
753	Ronan	MT	USA
754	Twin Bridges	MT	USA
755	Independence	OR	USA
756	White Sulphur Springs	MT	USA
757	Valier	MT	USA
758	Buena Vista	CO	USA
759	Red Cloud	NE	USA
760	Englehard	NC	USA
761	Antlers	OK	USA
762	Norway	ME	USA
763	New Lisbon	WI	USA
764	Pine Bluffs	WY	USA
765	St Ignace	MI	USA
766	Eagle Butte	SD	USA
767	Meyers Chuck	AK	USA
768	Smithville	TX	USA
769	Ganado	AZ	USA
770	Carnegie	OK	USA
771	Yazoo City	MS	USA
772	Palmyra	WI	USA
773	Allendale	SC	USA
774	Eureka	MT	USA
775	Kelleys Island	OH	USA
776	Albertville	AL	USA
777	Guntersville	AL	USA
778	Livingston	TN	USA
779	Rangeley	ME	USA
780	New Holstein	WI	USA
781	Sisseton	SD	USA
782	Sparta	MI	USA
783	Clark	SD	USA
784	Howard	SD	USA
785	Decatur	TX	USA
786	Corry	PA	USA
787	Cadiz	OH	USA
788	Zelienople	PA	USA
789	Cimarron	KS	USA
790	Booneville	MS	USA
791	Polson	MT	USA
792	Cashmere	WA	USA
793	Mt Pleasant	SC	USA
794	Terry	MT	USA
795	Townsend	MT	USA
796	Atkinson	NE	USA
797	Buffalo	MN	USA
798	Prairie Du Sac	WI	USA
799	Canadian	OK	USA
800	Stonington	ME	USA
801	Richland Center	WI	USA
802	Cheyenne	OK	USA
803	David City	NE	USA
804	Cassville	MO	USA
805	Cleveland	OK	USA
806	Walhalla	ND	USA
807	North Whale Pass	AK	USA
808	Ekalaka	MT	USA
809	Onida	SD	USA
810	Bamburg	SC	USA
811	Greeley	NE	USA
812	Covington	GA	USA
813	Chuathbaluk	AK	USA
814	Courtland	AL	USA
815	LaFayette	GA	USA
816	Chester	SC	USA
817	Ugashik	AK	USA
818	Evart	MI	USA
819	Highmore	SD	USA
820	Gregory	SD	USA
821	Buffalo	SD	USA
822	Cando	ND	USA
823	Hastings	MI	USA
824	Tarentum	PA	USA
825	Akron	NY	USA
826	Gasport	NY	USA
827	Ebensburg	PA	USA
828	Havana	IL	USA
829	West Liberty	KY	USA
830	Kokhanok	AK	USA
831	Warrensburg	MO	USA
832	Ellsworth	KS	USA
833	Kingman	KS	USA
834	Ackerman	MS	USA
835	Oak Grove	LA	USA
836	Sheridan	AR	USA
837	Scobey	MT	USA
838	Superior	MT	USA
839	Three Forks	MT	USA
840	Winifred	MT	USA
841	Lexington	OR	USA
842	Turner	MT	USA
843	Austin	NV	USA
844	Dixon	WY	USA
845	Rushville	NE	USA
846	Martin	SD	USA
847	Chamberlain	SD	USA
848	Currituck	NC	USA
849	Centre	AL	USA
850	Portage Creek	AK	USA
851	Fort Jones	CA	USA
852	Dorris	CA	USA
853	Tuntutuliak	AK	USA
854	Twin Hills	AK	USA
855	Chignik Lake	AK	USA
856	Kwigillingok	AK	USA
857	Apalachicola	FL	USA
858	Cambellsville	KY	USA
859	Alturas	CA	USA
860	Abilene	TX	USA
861	Arecibo	PR	USA
862	Aberdeen	SD	USA
863	Albany	GA	USA
864	Bellaire	MI	USA
865	Americus	GA	USA
866	Nantucket	MA	USA
867	Waseca	MN	USA
868	Arcata/Eureka	CA	USA
869	Wallace	NC	USA
870	Wadena	MN	USA
871	Adrian	MI	USA
872	Ada	OK	USA
873	Adak	AK	USA
874	Dallas/Addison	TX	USA
875	Atwood	KS	USA
876	Audubon	IA	USA
877	Albert Lea	MN	USA
878	Washington	PA	USA
879	Nebraska City	NE	USA
880	Ambler	AK	USA
881	Jaffrey	NH	USA
882	Afton	WY	USA
883	Angoon	AK	USA
884	Magnolia	AR	USA
885	Wagner	SD	USA
886	Amery	WI	USA
887	Athens	GA	USA
888	Port Alexander	AK	USA
889	Wahoo	NE	USA
890	Alliance	NE	USA
891	Anderson	IN	USA
892	Antigo	WI	USA
893	Aiken	SC	USA
894	Atlantic	IA	USA
895	Aitkin	MN	USA
896	Aliceville	AL	USA
897	Kaiser/Lake Ozark	MO	USA
898	Chignik	AK	USA
899	Mt Carmel	IL	USA
900	Corona	CA	USA
901	Cornelia	GA	USA
902	Perryville	AK	USA
903	Atka	AK	USA
904	Gastonia	NC	USA
905	Akiak	AK	USA
906	Akhiok	AK	USA
907	King Salmon	AK	USA
908	Akron	CO	USA
909	Anaktuvuk Pass	AK	USA
910	Marion	AL	USA
911	Albany	NY	USA
912	Alice	TX	USA
913	Alamogordo	NM	USA
914	Alton/St. Louis	IL	USA
915	Waterloo	IA	USA
916	Alamosa	CO	USA
917	Walla Walla	WA	USA
918	Alexander City	AL	USA
919	Amarillo	TX	USA
920	Alma	GA	USA
921	Alma	MI	USA
922	West Union	OH	USA
923	Ames	IA	USA
924	Anniston	AL	USA
925	Anderson	SC	USA
926	Aniak	AK	USA
927	Angola	IN	USA
928	Anvik	AK	USA
929	Ainsworth	NE	USA
930	Anthony	KS	USA
931	Arco	ID	USA
932	Lima	OH	USA
933	Altoona	PA	USA
934	Napa	CA	USA
935	Naples	FL	USA
936	Alpena	MI	USA
937	Jasper	TN	USA
938	Apple Valley	CA	USA
939	Quinhagak	AK	USA
940	Nuiqsut	AK	USA
941	North Adams	MA	USA
942	Girdwood	AK	USA
943	New Iberia	LA	USA
944	Ann Arbor	MI	USA
945	Arctic Village	AK	USA
946	Walnut Ridge	AR	USA
947	Chicago/Aurora	IL	USA
948	Watertown	NY	USA
949	Minocqua-Woodruff	WI	USA
950	Slidell	LA	USA
951	Aspen	CO	USA
952	Springdale	AR	USA
953	Nashua	NH	USA
954	Ahoskie	NC	USA
955	Marshall	TX	USA
956	Talladega	AL	USA
957	Astoria	OR	USA
958	Warsaw	IN	USA
959	Ashland	WI	USA
960	Atlanta	TX	USA
961	Atqasuk	AK	USA
962	Artesia	NM	USA
963	Appleton	WI	USA
964	Watertown	SD	USA
965	Augusta	ME	USA
966	Aurora	NE	USA
967	Alakanuk	AK	USA
968	Austin	MN	USA
969	Auburn	CA	USA
970	Auburn	AL	USA
971	Austin	TX	USA
972	Wausau	WI	USA
973	South Hill	VA	USA
974	Alva	OK	USA
975	Asheville	NC	USA
976	Avon Park	FL	USA
977	Wilkes-Barre/Scranton	PA	USA
978	Avalon	CA	USA
979	Washington	IA	USA
980	Wainwright	AK	USA
981	West Memphis	AR	USA
982	Arlington	WA	USA
983	Algona	IA	USA
984	Alexandria	MN	USA
985	Altus	OK	USA
986	Wapakoneta	OH	USA
987	Angel Fire	NM	USA
988	Waycross	GA	USA
989	Colorado City	AZ	USA
990	Hazelhurst	GA	USA
991	Kalamazoo	MI	USA
992	Granville	NY	USA
993	Silver Springs	NV	USA
994	Weedsport	NY	USA
995	Biddeford	ME	USA
996	Carrabasset	ME	USA
997	Westfield	MA	USA
998	Columbus	IN	USA
999	Battle Mountain	NV	USA
1000	Bad Axe	MI	USA
1001	New Braunfels	TX	USA
1002	Benson	MN	USA
1003	Brady	TX	USA
1004	Bennettsville	SC	USA
1005	Broken Bow	NE	USA
1006	Blacksburg	VA	USA
1007	Bryce Canyon	UT	USA
1008	Black River Falls	WI	USA
1009	Boca Raton	FL	USA
1010	Birchwood	AK	USA
1011	Baudette	MN	USA
1012	Blanding	UT	USA
1013	Windsor Locks	CT	USA
