MCN	Middle Georgia Regional	32.69284944	-83.64921083	64
MSN	Dane County Regional	43.13985778	-89.33751361	65
87Y	Blackhawk Airfield	43.10491444	-89.18553833	65
AVQ	Marana Northwest Regional	32.40939028	-111.21850860	66
MZJ	Pinal Airpark	32.50984389	-111.32533390	66
MEM	Memphis International	35.04241667	-89.97666667	67
M01	General Dewitt Spain	35.20069278	-90.05397694	67
MIA	Miami International	25.79325000	-80.29055556	68
OPF	Opa-Locka	25.90700000	-80.27838889	68
X46	Opa-Locka West	25.94898194	-80.42338694	68
X44	Watson Island Base	25.77833333	-80.17027778	68
TMB	Kendall-Tamiami Executive	25.64788889	-80.43277778	68
TNT	Dade Collier T And T	25.86180556	-80.89700000	68
MAF	Midland International	31.94252778	-102.20191390	69
MDD	Midland Airpark	32.03652444	-102.10102780	69
2M8	Charles W. Baker	35.27897583	-89.93147611	70
NQA	Millington Municipal	35.35666667	-89.87027778	70
MWC	Lawrence J Timmerman	43.11092694	-88.03442194	71
MKE	General Mitchell International	42.94722222	-87.89658333	71
LVN	Airlake	44.62785361	-93.22810806	72
FCM	Flying Cloud	44.82724111	-93.45714639	72
MIC	Crystal	45.06198611	-93.35393750	72
MSP	Minneapolis-St Paul Intl	44.88054694	-93.21692250	72
ANE	Anoka County	45.14500000	-93.21138889	72
MOB	Mobile Regional	30.69141667	-88.24283333	73
BFM	Mobile Downtown	30.62646944	-88.06799861	73
N37	Monticello	41.62249167	-74.70141111	74
MSV	Sullivan Cty Intl	41.70164917	-74.79501389	74
BDQ	Morrilton Municipal	35.13619528	-92.71349722	75
MPJ	Petit Jean Park	35.13886306	-92.90919694	75
SKA	Fairchild AFB	47.61505800	-117.65580300	76
SCE	University Park	40.85120600	-77.84630200	76
RCA	Ellsworth AFB	44.14509400	-103.10356700	76
ROR	Babelthoup/Koror	7.36722200	134.54416700	77
ROP	Prachinburi	14.07833300	101.37833400	78
YAP	Yap International	9.51670000	138.10000000	79
SPN	Tinian International Airport	14.99611100	145.62138400	80
RDR	Grand Forks AFB	47.96116700	-97.40116700	76
CLD	MC Clellan-Palomar Airport	33.12723100	-117.27872700	76
MQT	Marquette County Airport	46.35363900	-87.39536100	76
HHH	Hilton Head	32.22438400	-80.69762900	76
MIB	Minot AFB	48.41576900	-101.35803900	76
BNA	Nashville International	36.12447667	-86.67818222	82
JWN	John C. Tune	36.18236194	-86.88672278	82
7N0	New Orleans Downtown Heliport	29.95194444	-90.08166667	83
NEW	Lakefront	30.04242056	-90.02825694	83
MSY	New Orleans International	29.99338889	-90.25802778	83
6N5	E 34th St Heliport	40.74260167	-73.97208306	84
JRA	Port Authority-W 30th St Midtown Heliport	40.75454583	-74.00708389	84
JFK	John F Kennedy Intl	40.63975111	-73.77892556	84
6N7	New York Skyports Inc. SPB	40.73399083	-73.97291639	84
JRB	Downtown Manhattan/Wall St. Heliport	40.70121361	-74.00902833	84
LGA	LaGuardia	40.77724306	-73.87260917	84
ORF	Norfolk International	36.89461111	-76.20122222	85
CPK	Chesapeake Municipal	36.66561833	-76.32066389	85
F29	Clarence E. Page Municipal	35.48808250	-97.82354556	86
PWA	Wiley Post	35.53455000	-97.64721556	86
OKC	Will Rogers World	35.39308833	-97.60073389	86
OJC	Johnson County Executive	38.84760194	-94.73758583	87
IXD	New Century Aircenter	38.83090472	-94.89030333	87
MLE	Millard	41.19600000	-96.11227778	88
OMA	Eppley Airfield	41.30251861	-95.89417306	88
SFB	Orlando Sanford	28.77764000	-81.23748944	89
MCO	Orlando International	28.42888889	-81.31602778	89
ISM	Kissimmee Municipal	28.28980556	-81.43708333	89
ORL	Executive	28.54547222	-81.33294444	89
U08	Perkins	36.56803000	-114.44331330	90
0L9	Echo Bay	36.31108972	-114.46386720	90
TRM	Desert Resorts Regional	33.62789944	-116.16011940	91
PSP	Palm Springs International	33.82921556	-116.50625310	91
UDD	Bermuda Dunes	33.74843750	-116.27481330	91
3MY	Mt. Hawley Auxiliary	40.79525917	-89.61340250	92
PIA	Greater Peoria Regional	40.66424333	-89.69330556	92
PSG	James C. Johnson Petersburg	56.80165194	-132.94527810	93
63A	Lloyd R. Roundtree Seaplane Facility	56.81131972	-132.96005670	93
PNE	Northeast Philadelphia	40.08194417	-75.01058667	94
PHL	Philadelphia Intl	39.87195278	-75.24114083	94
DVT	Phoenix-Deer Valley	33.68831667	-112.08256140	95
PHX	Phoenix Sky Harbor International	33.43416667	-112.00805560	95
IWA	Williams Gateway	33.30783333	-111.65547220	95
PIT	Pittsburgh International	40.49146583	-80.23287083	96
AGC	Allegheny Cty	40.35440139	-79.93016889	96
N85	Alexandria	40.58757389	-75.01942056	97
N40	Sky Manor	40.56626889	-74.97864139	97
61J	Portland Downtown Heliport	45.52527778	-122.67092890	98
PDX	Portland Intl	45.58872222	-122.59750000	98
TTD	Portland-Troutdale	45.54936889	-122.40125190	98
PTW	Pottstown Limerick	40.23957167	-75.55662528	99
N47	Pottstown Muni	40.26040083	-75.67085306	99
RDD	Redding Municipal	40.50898361	-122.29340190	100
O85	Benton	40.57487278	-122.40806420	100
RNO	Reno/Tahoe International	39.49857611	-119.76806470	101
4SD	Reno/Stead	39.66738111	-119.87541690	101
FCI	Chesterfield County	37.40653750	-77.52498667	102
OFP	Hanover County Municipal	37.70803250	-77.43601028	102
RIC	Richmond International	37.50516667	-77.31966667	102
RIV	March	33.88057333	-117.25948360	103
RAL	Riverside Municipal	33.95187528	-117.44510170	103
MHR	Sacramento Mather	38.55389694	-121.29759080	104
SAC	Sacramento Executive	38.51252389	-121.49346890	104
SMF	Sacramento International	38.69542167	-121.59076690	104
SLC	Salt Lake City Intl	40.78838778	-111.97777310	105
U42	Salt Lake City Municipal 2	40.61954000	-111.99288580	105
SAT	San Antonio International	29.53369444	-98.46977778	106
SSF	Stinson Municipal	29.33700750	-98.47114056	106
SAN	San Diego International-Lindbergh	32.73355611	-117.18965670	107
SDM	Brown  Municipal	32.57230556	-116.98025000	107
MYF	Montgomery	32.81573306	-117.13956640	107
RHV	Reid-Hillview of Santa Clara Co	37.33287306	-121.81979470	108
SJC	San Jose International	37.36186194	-121.92900890	108
SJU	Luis Munoz Marin International	18.43941667	-66.00183333	109
SIG	Fernando Luis Ribas Dominicci	18.45675000	-66.09883333	109
SEA	Seattle-Tacoma Intl	47.44898194	-122.30931310	110
BFI	Boeing Field/King County Intl	47.52998917	-122.30195610	110
DTN	Shreveport Downtown	32.54021889	-93.74502250	111
SHV	Shreveport Regional	32.44662750	-93.82559833	111
A29	Sitka SPB	57.05213778	-135.34620860	112
SIT	Sitka	57.04713806	-135.36159830	112
7K2	Skagway SPB	59.44689528	-135.32266330	113
SGY	Skagway	59.46006194	-135.31566360	113
SFF	Felts	47.68281806	-117.32255830	114
GEG	Spokane Intl	47.61985556	-117.53384250	114
SET	St Charles County Smart	38.92969444	-90.42996111	115
3SQ	St Charles	38.84866139	-90.50011833	115
1H0	Creve Coeur	38.72752000	-90.50830417	116
STL	Lambert-St Louis International	38.74768694	-90.35998972	116
SUS	Spirit of St Louis	38.66187028	-90.65123000	116
STP	St Paul Downtown Holman	44.93447250	-93.05999861	117
21D	Lake Elmo	44.99748861	-92.85568111	117
PIE	St. Petersburg-Clearwater International	27.91076333	-82.68743944	118
SPG	Albert Whitted Municipal	27.76511111	-82.62697222	118
X16	Vandenberg	28.01398389	-82.34527917	119
TPA	Tampa International	27.97547222	-82.53325000	119
TPF	Peter O. Knight	27.91557833	-82.44926083	119
X21	Arthur Dunn Airpark	28.62234556	-80.83569500	120
TIX	Space Cost Regional	28.51479944	-80.79922750	120
TOL	Toledo Express	41.58680556	-83.80783333	121
TDZ	Toledo Metcalf	41.56487194	-83.48226139	121
TOP	Philip Billard Municipal	39.06865750	-95.62248361	122
FOE	Forbes	38.95095194	-95.66361444	122
TUS	Tucson International	32.11608333	-110.94102780	123
RYN	Ryan	32.14308333	-111.17286110	123
TUL	Tulsa International	36.19837222	-95.88824167	124
RVS	Richard Lloyd Jones, Jr.	36.03962750	-95.98463500	124
VIS	Visalia Municipal	36.31866667	-119.39288890	125
Q31	Sequoia	36.44856139	-119.31900560	125
CNW	TSTC-Waco	31.63783139	-97.07413889	126
PWG	McGregor Exectuive	31.48491667	-97.31652778	126
ACT	Waco Regional	31.61128833	-97.23051917	126
F45	North Palm Beach County General Aviation	26.84537306	-80.22148111	127
PBI	Palm Beach International	26.68316194	-80.09559417	127
AAO	Colonel James Jabara	37.74755556	-97.22113889	128
ICT	Wichita Mid-Continent	37.64995889	-97.43304583	128
T47	Kickapoo Downtown Airpark	33.86122222	-98.49044250	129
SPS	Sheppard AFB/Wichita Falls Municipal	33.98879611	-98.49189333	129
68A	Wrangell SPB	56.46632500	-132.38001810	130
WRG	Wrangell	56.48432583	-132.36982420	130
2Y3	Yakutat SPB	59.56247750	-139.74109940	131
YAK	Yakutat	59.50336056	-139.66022610	131
00M	Thigpen	31.95376472	-89.23450472	132
00R	Livingston Municipal	30.68586111	-95.01792778	133
01G	Perry-Warsaw	42.74134667	-78.05208056	134
01J	Hilliard Airpark	30.68801250	-81.90594389	135
01M	Tishomingo County	34.49166667	-88.20111111	136
02A	Gragg-Wade	32.85048667	-86.61145333	137
02C	Capitol	43.08751000	-88.17786917	138
02G	Columbiana County	40.67331278	-80.64140639	139
03D	Memphis Memorial	40.44725889	-92.22696056	140
04M	Calhoun County	33.93011222	-89.34285194	141
04Y	Hawley Municipal	46.88384889	-96.35089861	142
05C	Griffith-Merrillville	41.51961917	-87.40109333	143
05F	Gatesville - City/County	31.42127556	-97.79696778	144
05U	Eureka	39.60416667	-116.00505970	145
06A	Moton  Municipal	32.46047167	-85.68003611	146
06D	Rolla Municipal	48.88434111	-99.62087694	147
06M	Eupora Municipal	33.53456583	-89.31256917	148
06N	Randall	41.43156583	-74.39191722	149
06U	Jackpot/Hayden	41.97602222	-114.65809110	150
07C	Dekalb County	41.30716667	-85.06433333	151
07F	Gladewater Municipal	32.52883861	-94.97174556	152
07G	Fitch H Beach	42.57450861	-84.81143139	153
07K	Central City Municipal	41.11668056	-98.05033639	154
08A	Wetumpka Municipal	32.52943944	-86.32822139	155
08D	Stanley Municipal	48.30079861	-102.40635140	156
08K	Harvard State	40.65138528	-98.07978667	157
08M	Carthage-Leake County	32.76124611	-89.53007139	158
09A	Butler-Choctaw County	32.11931306	-88.12746250	159
09J	Jekyll Island	31.07447222	-81.42777778	160
09K	Sargent Municipal	41.63695083	-99.34038139	161
09M	Charleston Municipal	33.99150222	-90.07814500	162
09W	South Capitol Street	38.86872333	-77.00747583	163
0A3	Smithville Municipal	35.98531194	-85.80931806	164
0A8	Bibb County	32.93679056	-87.08888306	165
0A9	Elizabethton Municipal	36.37094306	-82.17374111	166
0AK	Pilot Station	61.93396417	-162.89293580	167
0B1	Col. Dyke	44.42506444	-70.80784778	168
0B4	Hartington Municipal	42.60355556	-97.25263889	169
0B5	Turners Falls	42.59136361	-72.52275472	170
0B7	Warren-Sugar Bush	44.11672722	-72.82705806	171
0B8	Elizabeth	41.25130806	-72.03161139	172
0C0	Dacy	42.40418556	-88.63343222	173
0C4	Pender Municipal	42.11388722	-96.72892556	174
0D1	South Haven Municipal	42.35083333	-86.25613889	175
0D8	Gettysburg Municipal	44.98730556	-99.95350000	176
0E0	Moriarty	34.98560639	-106.00946610	177
0E8	Crownpoint	35.71765889	-108.20159610	178
0F2	Bowie Municipal	33.60166667	-97.77556000	179
0F4	Loup City Municipal	41.29028694	-98.99064278	180
0F8	William R Pogue Municipal	36.17528000	-96.15181028	181
0F9	Tishomingo Airpark	34.19592833	-96.67555694	182
0G0	North Buffalo Suburban	43.10318389	-78.70334583	183
0G3	Tecumseh Municipal	40.39944417	-96.17139694	184
0G6	Williams County	41.46736111	-84.50655556	185
0G7	Finger Lakes Regional	42.88062278	-76.78162028	186
0H1	Trego Wakeeney	39.00445250	-99.89289917	187
0I8	Cynthiana-Harrison County	38.36674167	-84.28410056	188
0J0	Abbeville Municipal	31.60016778	-85.23882222	189
0J4	Florala Municipal	31.04247361	-86.31156111	190
0J6	Headland Municipal	31.36489500	-85.30965556	191
0K7	Humboldt Municipal	42.73608250	-94.24524167	192
0L5	Goldfield	37.71798833	-117.23841190	193
0L7	Jean	35.76827222	-115.32963780	194
0M0	Dumas Municipal	33.88454750	-91.53429111	195
0M1	Scott	35.63778000	-88.12799500	196
0M4	Benton County	36.01122694	-88.12328833	197
0M5	Humphreys County	36.11659972	-87.73815889	198
0M6	Panola County	34.36677444	-89.90008917	199
0M8	Byerley	32.82587917	-91.18766500	200
0O3	Calaveras Co-Maury Rasmussen	38.14611639	-120.64817330	201
0O4	Corning Municipal	39.94376806	-122.17137810	202
0O5	University	38.53146222	-121.78649060	203
0Q5	Shelter Cove	40.02764333	-124.07336390	204
0Q6	Shingletown	40.52210111	-121.81776830	205
0R0	Columbia-Marion County	31.29700806	-89.81282944	206
0R1	Atmore Municipal	31.01621528	-87.44675972	207
0R3	Abbeville Chris Crusta Memorial	29.97576083	-92.08415167	208
0R4	Concordia Parish	31.56683278	-91.50011889	209
0R5	David G Joyce	31.96366222	-92.66026056	210
0R7	Red River	31.99071694	-93.30739306	211
0S7	Dorothy Scott	48.95896500	-119.41196220	212
0S9	Jefferson County International	48.04981361	-122.80127920	213
0V2	Harriet Alexander	38.53916389	-106.04584830	214
0V3	Pioneer Village	40.51491250	-98.94565083	215
0V4	Brookneal/Campbell County	37.14172222	-79.01638889	216
0V6	Mission Sioux	43.30694778	-100.62819360	217
0V7	Kayenta	36.70972139	-110.23679780	218
10C	Galt	42.40266472	-88.37588917	219
10D	Winsted Municipal	44.94996278	-94.06691750	220
10G	Holmes County	40.53716667	-81.95436111	221
10N	Wallkill	41.62787111	-74.13375583	222
10U	Owyhee	41.95323306	-116.18760140	223
11A	Clayton Municipal	31.88329917	-85.48491361	224
11D	Clarion Cty	41.22581222	-79.44098972	225
11J	Early County	31.39698611	-84.89525694	226
11R	Brenham Municipal	30.21900000	-96.37427778	227
12C	Rochelle Municipal	41.89300139	-89.07829000	228
12D	Tower Municipal	47.81833333	-92.29166667	229
12J	Brewton Municipal	31.05126306	-87.06796833	230
12K	Superior Municipal	40.04636111	-98.06011111	231
12Y	Le Sueur Municipal	44.43746472	-93.91274083	232
13C	Lakeview	43.45213722	-85.26480333	233
13K	Eureka Municipal	37.85158250	-96.29169806	234
13N	Trinca	40.96676444	-74.78016556	235
14J	Carl Folsom	31.40988861	-86.08883583	236
14M	Hollandale Municipal	33.18262167	-90.83065444	237
14Y	Todd Field	45.89857556	-94.87391000	238
15F	Haskell Municipal	33.19155556	-99.71793056	239
15J	Cook County	31.13780556	-83.45308333	240
15M	Luka	34.77231250	-88.16587444	241
15Z	McCarthy 2	61.43706083	-142.90373720	242
16A	Nunapitchuk	60.90582833	-162.43911580	243
16G	Seneca County	41.09405556	-83.21250000	244
16J	Dawson Municipal	31.74328472	-84.41928500	245
16S	Myrtle Creek Municipal	42.99845056	-123.30950920	246
17G	Port Bucyrus-Crawford County	40.78141667	-82.97469444	247
17J	Donalsonville Municipal	31.00694444	-84.87761111	248
17K	Boise City	36.77430028	-102.51043640	249
17M	Magee Municipal	31.86127139	-89.80285361	250
17N	Cross Keys	39.70547583	-75.03300306	251
17Z	Manokotak	58.98896583	-159.04997390	252
18A	Franklin County	34.34010472	-83.13348333	253
18I	McCreary County	36.69591306	-84.39160389	254
19A	Jackson County	34.17402472	-83.56066528	255
19M	C A Moore	33.12546111	-90.02555694	256
19N	Camden	39.77842056	-74.94780389	257
19P	Port Protection SPB	56.32880417	-133.61008440	258
1A3	Martin Campbell	35.01619111	-84.34631083	259
1A5	Macon County	35.22259500	-83.41904389	260
1A6	Middlesboro-Bell County	36.61063750	-83.73741611	261
1A7	Jackson County	36.39728139	-85.64164278	262
1A9	Autauga County	32.43877500	-86.51044778	263
1B0	Dexter Regional	45.00839444	-69.23976722	264
1B1	Columbia Cty	42.29130028	-73.71031944	265
1B3	Fair Haven	43.61534389	-73.27455556	266
1B9	Mansfield Municipal	42.00013306	-71.19677139	267
1C5	Clow	41.69597444	-88.12923056	268
1D1	Milbank Municipal	45.23053806	-96.56596556	269
1D2	Canton -Plymouth -  Mettetal	42.35003667	-83.45826833	270
1D3	Platte Municipal	43.40332833	-98.82952972	271
1D6	Hector Municipal	44.73107278	-94.71471333	272
1D7	Webster Municipal	45.29329111	-97.51369889	273
1D8	Redfield Municipal	44.86247611	-98.52953972	274
1F1	Lake Murray State Park	34.07509694	-97.10667917	275
1F4	Madill Municipal	34.14040194	-96.81203222	276
1F9	Bridgeport Municipal	33.17533333	-97.82838889	277
1G0	Wood County	41.39100000	-83.63013889	278
1G3	Kent State University	41.15186167	-81.41658306	279
1G4	Grand Canyon West	35.99221000	-113.81661640	280
1G5	Freedom	41.13144444	-81.76491667	281
1G6	Michael	43.18166667	-76.12777778	282
1H2	Effingham County Memorial	39.07045083	-88.53351972	283
1H3	Linn State Tech. College	38.47149444	-91.81531667	284
1H8	Casey Municipal	39.30250917	-88.00406194	285
1I5	Freehold	42.36425000	-74.06596806	286
1I9	Delphi Municipal	40.54281417	-86.68167194	287
1J0	Tri-County	30.84577778	-85.60138889	288
1K2	Lindsay Municipal	34.85007333	-97.58642028	289
1K4	David J. Perry	35.15506750	-97.47039389	290
1K5	Waynoka Municipal	36.56670028	-98.85231333	291
1K9	Satanta Municipal	37.45419111	-100.99211190	292
1L0	St. John the Baptist Parish	30.08720833	-90.58266528	293
1L1	Lincoln Co	37.78746444	-114.42165670	294
1L7	Escalante Municipal	37.74532639	-111.57016530	295
1L9	Parowan	37.85969694	-112.81605500	296
1M1	North Little Rock Municipal	34.83398056	-92.25792778	297
1M2	Belzoni Municipal	33.14518056	-90.51528472	298
1M4	Posey	34.28034806	-87.60044139	299
1M5	Portland Municipal	36.59287528	-86.47691028	300
1M7	Fulton	36.52589417	-88.91561611	301
1MO	Mountain Grove Memorial	37.12071889	-92.31124500	302
1N2	Spadaro	40.82787639	-72.74871083	303
1N4	Woodbine Muni	39.21915000	-74.79476500	304
1N7	Blairstown	40.97114556	-74.99747556	305
1ND3	Hamry	46.64857750	-97.00564306	306
1O1	Grandfield Municipal	34.23758944	-98.74200917	307
1O2	Lampson	38.99017472	-122.89971750	308
1O3	Lodi	38.20241667	-121.26841670	309
1O4	Thomas Municipal	35.73338222	-98.73063833	310
1O6	Dunsmuir Municipal-Mott	41.26320889	-122.27195280	311
1R1	Jena	31.67100500	-92.15846722	312
1R7	Brookhaven-Lincoln County	31.60584750	-90.40931583	313
1R8	Bay Minette Municipal	30.87046278	-87.81738167	314
1S0	Pierce County	47.10391667	-122.28719440	315
1S3	Tillitt	46.27110639	-106.62392060	316
1S5	Sunnyside Municipal	46.32763139	-119.97059640	317
1S6	Priest River Muni	48.19018611	-116.90936440	318
1U7	Bear Lake County	42.24714972	-111.33826000	319
1V0	Navajo State Park	36.80833833	-107.65144440	320
1V2	Grant County	42.00942944	-101.76934390	321
1V5	Boulder Muni	40.03942972	-105.22582170	322
1V6	Fremont County	38.42838111	-105.10549940	323
1V9	Blake	38.78539722	-108.06366110	324
20A	Robbins	33.97231972	-86.37942722	325
20M	Macon Municipal	33.13345889	-88.53559806	326
20N	Kingston-Ulster	41.98525250	-73.96409722	327
